Augmented_Smiles,Augmented_Selfies
O1COc2c1ccc(OC[C@H]1[C@H](c3ccc(F)cc3)CCNC1)c2,[O][C][O][C][=C][Ring1][Branch1][C][=C][C][Branch2][Ring1][Branch2][O][C][C@H1][C@H1][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][N][C][Ring1][=N][=C][Ring2][Ring1][Branch1]
Fc1ccc([C@H]2[C@H](COc3cc4c(cc3)OCO4)CNCC2)cc1,[F][C][=C][C][=C][Branch2][Ring1][=N][C@H1][C@H1][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][Ring1][#Branch1][C][N][C][C][Ring1][P][C][=C][Ring2][Ring1][#Branch1]
c1c(OC[C@H]2[C@H](c3ccc(F)cc3)CCNC2)cc2c(c1)OCO2,[C][=C][Branch2][Ring1][Branch2][O][C][C@H1][C@H1][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][N][C][Ring1][=N][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][Branch1][O][C][O][Ring1][=Branch1]
c1([C@H]2[C@H](COc3ccc4c(c3)OCO4)CNCC2)ccc(F)cc1,[C][Branch2][Ring1][=N][C@H1][C@H1][Branch2][Ring1][C][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][N][C][C][Ring1][P][=C][C][=C][Branch1][C][F][C][=C][Ring2][Ring1][Branch2]
c1c2c(ccc1OC[C@@H]1CNCC[C@H]1c1ccc(F)cc1)OCO2,[C][=C][C][=Branch2][Ring1][O][=C][C][=C][Ring1][=Branch1][O][C][C@@H1][C][N][C][C][C@H1][Ring1][=Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][O][C][O][Ring2][Ring1][#Branch1]
c1c2c(cc(OC[C@H]3[C@H](c4ccc(F)cc4)CCNC3)c1)OCO2,[C][=C][C][=Branch2][Ring1][P][=C][C][Branch2][Ring1][Branch2][O][C][C@H1][C@H1][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][N][C][Ring1][=N][=C][Ring2][Ring1][Branch1][O][C][O][Ring2][Ring1][#Branch1]
c1(OCC)nc2c(c(C(O)=O)ccc2)n1Cc1ccc(-c2c(-c3[nH]nnn3)cccc2)cc1,[C][Branch1][Ring2][O][C][C][=N][C][=C][Branch1][=C][C][Branch1][=Branch1][C][Branch1][C][O][=O][=C][C][=C][Ring1][=Branch2][N][Ring1][#C][C][C][=C][C][=C][Branch2][Ring1][C][C][=C][Branch1][Branch2][C][NH1][N][=N][N][=Ring1][Branch1][C][=C][C][=C][Ring1][O][C][=C][Ring1][P]
O(CC)c1n(Cc2ccc(-c3c(-c4[nH]nnn4)cccc3)cc2)c2c(cccc2C(=O)O)n1,[O][Branch1][Ring1][C][C][C][N][Branch2][Ring1][=C][C][C][=C][C][=C][Branch2][Ring1][C][C][=C][Branch1][Branch2][C][NH1][N][=N][N][=Ring1][Branch1][C][=C][C][=C][Ring1][O][C][=C][Ring1][P][C][=C][Branch1][N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][N][=Ring2][Ring1][=C]
c1(-c2ccc(Cn3c4c(C(=O)O)cccc4nc3OCC)cc2)ccccc1-c1nnn[nH]1,[C][Branch2][Ring2][Branch1][C][=C][C][=C][Branch2][Ring1][=Branch2][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2][N][=C][Ring1][N][O][C][C][C][=C][Ring2][Ring1][=Branch1][=C][C][=C][C][=C][Ring2][Ring1][N][C][=N][N][=N][NH1][Ring1][Branch1]
c12c(C(=O)O)cccc1nc(OCC)n2Cc1ccc(-c2c(-c3[nH]nnn3)cccc2)cc1,[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2][N][=C][Branch1][Ring2][O][C][C][N][Ring1][#C][C][C][=C][C][=C][Branch2][Ring1][C][C][=C][Branch1][Branch2][C][NH1][N][=N][N][=Ring1][Branch1][C][=C][C][=C][Ring1][O][C][=C][Ring1][P]
c1(-c2c(-c3[nH]nnn3)cccc2)ccc(Cn2c(OCC)nc3cccc(C(=O)O)c32)cc1,[C][Branch2][Ring1][C][C][=C][Branch1][Branch2][C][NH1][N][=N][N][=Ring1][Branch1][C][=C][C][=C][Ring1][O][=C][C][=C][Branch2][Ring1][O][C][N][C][Branch1][Ring2][O][C][C][=N][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][=Branch2][Ring1][#C][C][=C][Ring2][Ring1][P]
c1(-c2ccc(Cn3c(OCC)nc4cccc(C(O)=O)c43)cc2)c(-c2[nH]nnn2)cccc1,[C][Branch2][Ring2][#Branch1][C][=C][C][=C][Branch2][Ring1][O][C][N][C][Branch1][Ring2][O][C][C][=N][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][O][=O][=C][Ring1][=Branch2][Ring1][#C][C][=C][Ring2][Ring1][=Branch1][=C][Branch1][Branch2][C][NH1][N][=N][N][=Ring1][Branch1][C][=C][C][=C][Ring2][Ring1][P]
c1cc(Cn2c(OCC)nc3cccc(C(=O)O)c32)ccc1-c1ccccc1-c1nnn[nH]1,[C][=C][C][Branch2][Ring1][O][C][N][C][Branch1][Ring2][O][C][C][=N][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][=Branch2][Ring1][#C][=C][C][=C][Ring2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N][=N][NH1][Ring1][Branch1]
C(O)(c1c2c(ccc1)nc(OCC)n2Cc1ccc(-c2ccccc2-c2[nH]nnn2)cc1)=O,[C][Branch1][C][O][Branch2][Ring2][#C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][Ring2][O][C][C][N][Ring1][O][C][C][=C][C][=C][Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][NH1][N][=N][N][=Ring1][Branch1][C][=C][Ring1][P][=O]
c1cccc(-c2ccc(Cn3c4c(C(=O)O)cccc4nc3OCC)cc2)c1-c1[nH]nnn1,[C][=C][C][=C][C][Branch2][Ring2][Branch1][C][=C][C][=C][Branch2][Ring1][=Branch2][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2][N][=C][Ring1][N][O][C][C][C][=C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][N][C][NH1][N][=N][N][=Ring1][Branch1]
c1(Cn2c(OCC)nc3cccc(C(O)=O)c23)ccc(-c2c(-c3nnn[nH]3)cccc2)cc1,[C][Branch2][Ring1][O][C][N][C][Branch1][Ring2][O][C][C][=N][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][O][=O][=C][Ring1][#C][Ring1][=Branch2][=C][C][=C][Branch2][Ring1][C][C][=C][Branch1][Branch2][C][=N][N][=N][NH1][Ring1][Branch1][C][=C][C][=C][Ring1][O][C][=C][Ring2][Ring1][P]
c1c(S(=O)(=O)CC2(C(=O)NO)CCOCC2)ccc(Oc2ccc(Cl)cc2)c1,[C][=C][Branch2][Ring1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][O][C][C][O][C][C][Ring1][#Branch2][C][=C][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][N]
O1CCC(C(NO)=O)(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,[O][C][C][C][Branch1][#Branch1][C][Branch1][Ring1][N][O][=O][Branch2][Ring1][#C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][=C][C][C][Ring2][Ring1][N]
c1cc(Cl)ccc1Oc1ccc(S(CC2(C(=O)NO)CCOCC2)(=O)=O)cc1,[C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch2][Ring1][#Branch2][S][Branch2][Ring1][C][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][O][C][C][O][C][C][Ring1][#Branch2][=Branch1][C][=O][=O][C][=C][Ring2][Ring1][Ring2]
c1cc(Oc2ccc(Cl)cc2)ccc1S(=O)(CC1(C(NO)=O)CCOCC1)=O,[C][=C][C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][C][=C][Ring1][=C][S][=Branch1][C][=O][Branch2][Ring1][C][C][C][Branch1][#Branch1][C][Branch1][Ring1][N][O][=O][C][C][O][C][C][Ring1][#Branch2][=O]
c1c(Oc2ccc(S(=O)(=O)CC3(C(=O)NO)CCOCC3)cc2)ccc(Cl)c1,[C][=C][Branch2][Ring2][=Branch1][O][C][=C][C][=C][Branch2][Ring1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][O][C][C][O][C][C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring2][C][=C][C][Branch1][C][Cl][=C][Ring2][Ring1][N]
O1CCC(C(=O)NO)(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,[O][C][C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][O][Branch2][Ring1][#C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][=C][C][C][Ring2][Ring1][N]
ONC(=O)C1(CS(=O)(c2ccc(Oc3ccc(Cl)cc3)cc2)=O)CCOCC1,[O][N][C][=Branch1][C][=O][C][Branch2][Ring1][S][C][S][=Branch1][C][=O][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][=C][=O][C][C][O][C][C][Ring2][Ring1][Branch2]
Clc1ccc(Oc2ccc(S(=O)(=O)CC3(C(NO)=O)CCOCC3)cc2)cc1,[Cl][C][=C][C][=C][Branch2][Ring2][=Branch1][O][C][=C][C][=C][Branch2][Ring1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][#Branch1][C][Branch1][Ring1][N][O][=O][C][C][O][C][C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][O]
C1C(CS(c2ccc(Oc3ccc(Cl)cc3)cc2)(=O)=O)(C(NO)=O)CCOC1,[C][C][Branch2][Ring1][S][C][S][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][=C][=Branch1][C][=O][=O][Branch1][#Branch1][C][Branch1][Ring1][N][O][=O][C][C][O][C][Ring2][Ring1][N]
C1CC(CS(=O)(c2ccc(Oc3ccc(Cl)cc3)cc2)=O)(C(=O)NO)CCO1,[C][C][C][Branch2][Ring1][S][C][S][=Branch1][C][=O][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][=C][=O][Branch1][#Branch1][C][=Branch1][C][=O][N][O][C][C][O][Ring2][Ring1][N]
C1N(C)CCN(S(=O)(=O)c2cc(-c3nc4c(c(=O)[nH]3)n(C)nc4CCC)c(OCC)cc2)C1,[C][N][Branch1][C][C][C][C][N][Branch2][Ring2][P][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch2][Ring1][=Branch2][C][=N][C][=C][Branch1][Branch2][C][=Branch1][C][=O][NH1][Ring1][#Branch1][N][Branch1][C][C][N][=C][Ring1][=Branch2][C][C][C][=C][Branch1][Ring2][O][C][C][C][=C][Ring2][Ring1][#Branch1][C][Ring2][Ring1][P]
c12n(C)nc(CCC)c1nc(-c1c(OCC)ccc(S(=O)(=O)N3CCN(C)CC3)c1)[nH]c2=O,[C][N][Branch1][C][C][N][=C][Branch1][Ring2][C][C][C][C][=Ring1][=Branch2][N][=C][Branch2][Ring2][Ring2][C][=C][Branch1][Ring2][O][C][C][C][=C][C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=C][Ring2][Ring1][Ring1][NH1][C][Ring2][Ring1][S][=O]
O(CC)c1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1[nH]c(=O)c2c(c(CCC)nn2C)n1,[O][Branch1][Ring1][C][C][C][=C][C][=C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][S][C][NH1][C][=Branch1][C][=O][C][=C][Branch1][N][C][Branch1][Ring2][C][C][C][=N][N][Ring1][Branch2][C][N][=Ring1][=C]
c1(CCC)nn(C)c2c1nc(-c1c(OCC)ccc(S(=O)(=O)N3CCN(C)CC3)c1)[nH]c2=O,[C][Branch1][Ring2][C][C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch2][N][=C][Branch2][Ring2][Ring2][C][=C][Branch1][Ring2][O][C][C][C][=C][C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=C][Ring2][Ring1][Ring1][NH1][C][Ring2][Ring1][=Branch2][=O]
c1(CCC)nn(C)c2c1nc(-c1c(OCC)ccc(S(=O)(=O)N3CCN(C)CC3)c1)[nH]c2=O,[C][Branch1][Ring2][C][C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch2][N][=C][Branch2][Ring2][Ring2][C][=C][Branch1][Ring2][O][C][C][C][=C][C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=C][Ring2][Ring1][Ring1][NH1][C][Ring2][Ring1][=Branch2][=O]
CCOc1ccc(S(=O)(N2CCN(C)CC2)=O)cc1-c1nc2c(n(C)nc2CCC)c(=O)[nH]1,[C][C][O][C][=C][C][=C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=O][C][=C][Ring1][S][C][=N][C][=C][Branch1][N][N][Branch1][C][C][N][=C][Ring1][=Branch1][C][C][C][C][=Branch1][C][=O][NH1][Ring1][=C]
Cn1nc(CCC)c2nc(-c3c(OCC)ccc(S(=O)(=O)N4CCN(C)CC4)c3)[nH]c(=O)c21,[C][N][N][=C][Branch1][Ring2][C][C][C][C][N][=C][Branch2][Ring2][Ring2][C][=C][Branch1][Ring2][O][C][C][C][=C][C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=C][Ring2][Ring1][Ring1][NH1][C][=Branch1][C][=O][C][=Ring2][Ring1][#Branch2][Ring2][Ring1][S]
C(C)Oc1c(-c2nc3c(CCC)nn(C)c3c(=O)[nH]2)cc(S(N2CCN(C)CC2)(=O)=O)cc1,[C][Branch1][C][C][O][C][=C][Branch2][Ring1][=Branch2][C][=N][C][C][Branch1][Ring2][C][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch2][C][=Branch1][C][=O][NH1][Ring1][=C][C][=C][Branch2][Ring1][Ring1][S][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=Branch1][C][=O][=O][C][=C][Ring2][Ring1][=C]
S(N1CCN(C)CC1)(=O)(=O)c1ccc(OCC)c(-c2nc3c(CCC)nn(C)c3c(=O)[nH]2)c1,[S][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][O][C][C][C][Branch2][Ring1][=Branch2][C][=N][C][C][Branch1][Ring2][C][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch2][C][=Branch1][C][=O][NH1][Ring1][=C][=C][Ring2][Ring1][#Branch1]
c1c(S(N2CCN(C)CC2)(=O)=O)ccc(OCC)c1-c1[nH]c(=O)c2c(n1)c(CCC)nn2C,[C][=C][Branch2][Ring1][Ring1][S][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=Branch1][C][=O][=O][C][=C][C][Branch1][Ring2][O][C][C][=C][Ring2][Ring1][Ring1][C][NH1][C][=Branch1][C][=O][C][=C][Branch1][Ring2][N][=Ring1][#Branch1][C][Branch1][Ring2][C][C][C][=N][N][Ring1][=Branch2][C]
N(c1ccc(C#N)cc1)c1nccc(Nc2c(C)cc(/C=C/C#N)cc2C)n1,[N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=N][C][=C][C][Branch2][Ring1][Ring2][N][C][=C][Branch1][C][C][C][=C][Branch1][Branch1][/C][=C][/C][#N][C][=C][Ring1][O][C][=N][Ring2][Ring1][Ring1]
N(c1nccc(Nc2c(C)cc(/C=C/C#N)cc2C)n1)c1ccc(C#N)cc1,[N][Branch2][Ring1][S][C][=N][C][=C][C][Branch2][Ring1][Ring2][N][C][=C][Branch1][C][C][C][=C][Branch1][Branch1][/C][=C][/C][#N][C][=C][Ring1][O][C][=N][Ring2][Ring1][Ring1][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2]
Cc1cc(/C=C/C#N)cc(C)c1Nc1nc(Nc2ccc(C#N)cc2)ncc1,[C][C][=C][C][Branch1][Branch1][/C][=C][/C][#N][=C][C][Branch1][C][C][=C][Ring1][O][N][C][=N][C][Branch1][=C][N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][=N][C][=C][Ring1][#C]
N#C/C=C/c1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)ncc2)c(C)c1,[N][#C][/C][=C][/C][=C][C][Branch1][C][C][=C][Branch2][Ring1][=Branch2][N][C][=N][C][Branch1][=C][N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][=N][C][=C][Ring1][#C][C][Branch1][C][C][=C][Ring2][Ring1][Branch2]
c1c(Nc2nccc(Nc3c(C)cc(/C=C/C#N)cc3C)n2)ccc(C#N)c1,[C][=C][Branch2][Ring1][P][N][C][=N][C][=C][C][Branch2][Ring1][Ring2][N][C][=C][Branch1][C][C][C][=C][Branch1][Branch1][/C][=C][/C][#N][C][=C][Ring1][O][C][=N][Ring2][Ring1][Ring1][C][=C][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][N]
c1(Nc2ccc(C#N)cc2)nccc(Nc2c(C)cc(/C=C/C#N)cc2C)n1,[C][Branch1][=C][N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][=N][C][=C][C][Branch2][Ring1][Ring2][N][C][=C][Branch1][C][C][C][=C][Branch1][Branch1][/C][=C][/C][#N][C][=C][Ring1][O][C][=N][Ring2][Ring1][N]
N(c1nc(Nc2c(C)cc(/C=C/C#N)cc2C)ccn1)c1ccc(C#N)cc1,[N][Branch2][Ring1][S][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][Branch1][C][C][C][=C][Branch1][Branch1][/C][=C][/C][#N][C][=C][Ring1][O][C][=C][C][=N][Ring2][Ring1][Ring1][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2]
c1cc(Nc2nc(Nc3c(C)cc(/C=C/C#N)cc3C)ccn2)ccc1C#N,[C][=C][C][Branch2][Ring1][P][N][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][Branch1][C][C][C][=C][Branch1][Branch1][/C][=C][/C][#N][C][=C][Ring1][O][C][=C][C][=N][Ring2][Ring1][Ring1][=C][C][=C][Ring2][Ring1][#Branch2][C][#N]
c1(Nc2ccc(C#N)cc2)nccc(Nc2c(C)cc(/C=C/C#N)cc2C)n1,[C][Branch1][=C][N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][=N][C][=C][C][Branch2][Ring1][Ring2][N][C][=C][Branch1][C][C][C][=C][Branch1][Branch1][/C][=C][/C][#N][C][=C][Ring1][O][C][=N][Ring2][Ring1][N]
N#Cc1ccc(Nc2nc(Nc3c(C)cc(/C=C/C#N)cc3C)ccn2)cc1,[N][#C][C][=C][C][=C][Branch2][Ring1][P][N][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][Branch1][C][C][C][=C][Branch1][Branch1][/C][=C][/C][#N][C][=C][Ring1][O][C][=C][C][=N][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][#Branch2]
O[C@@H]1[C@@H](CO)O[C@@H](n2nc(C(=N)N)nc2)[C@@H]1O,[O][C@@H1][C@@H1][Branch1][Ring1][C][O][O][C@@H1][Branch1][#C][N][N][=C][Branch1][=Branch1][C][=Branch1][C][=N][N][N][=C][Ring1][Branch2][C@@H1][Ring1][#C][O]
c1(C(N)=N)ncn([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)n1,[C][Branch1][=Branch1][C][Branch1][C][N][=N][N][=C][N][Branch2][Ring1][C][C@H1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][=Branch2][N][=Ring1][P]
N=C(c1ncn([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)n1)N,[N][=C][Branch2][Ring1][N][C][N][=C][N][Branch2][Ring1][C][C@H1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][=Branch2][N][=Ring1][=C][N]
n1n([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)cnc1C(N)=N,[N][N][Branch2][Ring1][C][C@H1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][=Branch2][C][=N][C][=Ring1][=C][C][Branch1][C][N][=N]
n1([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)cnc(C(N)=N)n1,[N][Branch2][Ring1][C][C@H1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][=Branch2][C][=N][C][Branch1][=Branch1][C][Branch1][C][N][=N][=N][Ring1][P]
c1(C(=N)N)ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,[C][Branch1][=Branch1][C][=Branch1][C][=N][N][N][=C][N][Branch1][S][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][N][=Ring1][P]
[C@@H]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc(C(=N)N)n1,[C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][C@H1][Ring1][=Branch2][N][C][=N][C][Branch1][=Branch1][C][=Branch1][C][=N][N][=N][Ring1][Branch2]
C(=N)(N)c1nn([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)cn1,[C][=Branch1][C][=N][Branch1][C][N][C][=N][N][Branch2][Ring1][C][C@H1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][=Branch2][C][=N][Ring1][=C]
c1(C(=N)N)ncn([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)n1,[C][Branch1][=Branch1][C][=Branch1][C][=N][N][N][=C][N][Branch2][Ring1][C][C@H1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][Ring1][=Branch2][N][=Ring1][P]
O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1nc(C(=N)N)nc1,[O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][C][O][O][C@H1][Ring1][Branch2][N][N][=C][Branch1][=Branch1][C][=Branch1][C][=N][N][N][=C][Ring1][Branch2]
C[C@]12[C@@H](CC[C@]1(C#CC)O)[C@H]1C(=C3CCC(=O)C=C3CC1)[C@@H](c1ccc(N(C)C)cc1)C2,[C][C@][C@@H1][Branch1][N][C][C][C@][Ring1][Branch1][Branch1][Ring2][C][#C][C][O][C@H1][C][=Branch1][S][=C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Ring1][O][C@@H1][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][Ring2][Ring1][#C]
C1C[C@](C#CC)(O)[C@@]2(C)C[C@H](c3ccc(N(C)C)cc3)C3=C4CCC(=O)C=C4CC[C@H]3[C@H]12,[C][C][C@][Branch1][Ring2][C][#C][C][Branch1][C][O][C@@][Branch1][C][C][C][C@H1][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][=C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@H1][Ring1][O][C@H1][Ring2][Ring1][S][Ring2][Ring1][=Branch2]
c1c(N(C)C)ccc([C@@H]2C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]3CC[C@@](O)(C#CC)[C@@]3(C)C2)c1,[C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][C][Branch2][Ring2][=Branch2][C@@H1][C][=C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@H1][Ring1][O][C@@H1][C][C][C@@][Branch1][C][O][Branch1][Ring2][C][#C][C][C@@][Ring1][=Branch2][Branch1][C][C][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][S]
C12=CC(=O)CCC1=C1[C@@H](c3ccc(N(C)C)cc3)C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC)[C@@H]1CC2,[C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][=C][C@@H1][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][C@@][Branch1][C][C][C@@H1][Branch1][N][C][C][C@@][Ring1][=Branch1][Branch1][C][O][C][#C][C][C@@H1][Ring2][Ring1][#Branch1][C][C][Ring2][Ring1][S]
N(c1ccc([C@@H]2C3=C4C(=CC(=O)CC4)CC[C@H]3[C@@H]3CC[C@@](O)(C#CC)[C@@]3(C)C2)cc1)(C)C,[N][Branch2][Branch1][#Branch1][C][=C][C][=C][Branch2][Ring2][O][C@@H1][C][=C][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][C][Ring1][#Branch1][C][C][C@H1][Ring1][O][C@@H1][C][C][C@@][Branch1][C][O][Branch1][Ring2][C][#C][C][C@@][Ring1][=Branch2][Branch1][C][C][C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N][Branch1][C][C][C]
C(C)#C[C@@]1(O)[C@@]2(C)C[C@H](c3ccc(N(C)C)cc3)C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]2CC1,[C][Branch1][C][C][#C][C@@][Branch1][C][O][C@@][Branch1][C][C][C][C@H1][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][=C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@H1][Ring1][O][C@@H1][Ring2][Ring1][=Branch2][C][C][Ring2][Ring1][=N]
