Augmented_Smiles,Augmented_Selfies,selfies_length
c1(O)c(O)cc(/C=C/C(=O)O[C@@H](C(=O)O)[C@H](C(=O)O)OC(=O)/C=C/c2cc(O)c(O)cc2)cc1,[C][Branch1][C][O][=C][Branch1][C][O][C][=C][Branch2][Ring2][=N][/C][=C][/C][=Branch1][C][=O][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][=C][Ring2][Ring2][C],62
Oc1c(O)ccc(/C=C/C(O[C@H]([C@@H](OC(/C=C/c2cc(O)c(O)cc2)=O)C(O)=O)C(O)=O)=O)c1,[O][C][=C][Branch1][C][O][C][=C][C][Branch2][Ring2][S][/C][=C][/C][Branch2][Ring2][=Branch2][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][C][Branch1][C][O][=O][=O][=C][Ring2][Ring1][P],63
c1(/C=C/C(=O)O[C@@H](C(O)=O)[C@@H](OC(=O)/C=C/c2cc(O)c(O)cc2)C(O)=O)cc(O)c(O)cc1,[C][Branch2][Ring2][=C][/C][=C][/C][=Branch1][C][=O][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][Branch1][C][O][=O][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring2][Ring2][C],63
c1c(O)c(O)cc(/C=C/C(=O)O[C@H]([C@H](C(=O)O)OC(/C=C/c2ccc(O)c(O)c2)=O)C(O)=O)c1,[C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][Branch2][Ring2][=C][/C][=C][/C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][=C][Ring2][Ring2][C],63
c1c(/C=C/C(O[C@@H](C(=O)O)[C@H](C(=O)O)OC(=O)/C=C/c2cc(O)c(O)cc2)=O)ccc(O)c1O,[C][=C][Branch2][Ring2][=C][/C][=C][/C][Branch2][Ring2][#Branch1][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C][=C][C][Branch1][C][O][=C][Ring2][Ring1][P][O],61
O=C(O)[C@H](OC(=O)/C=C/c1cc(O)c(O)cc1)[C@H](C(=O)O)OC(=O)/C=C/c1cc(O)c(O)cc1,[O][=C][Branch1][C][O][C@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2],59
c1(/C=C/C(O[C@H]([C@@H](OC(/C=C/c2ccc(O)c(O)c2)=O)C(O)=O)C(=O)O)=O)cc(O)c(O)cc1,[C][Branch2][Ring2][S][/C][=C][/C][Branch2][Ring2][=Branch2][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][C][=Branch1][C][=O][O][=O][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring2][Ring2][C],65
O=C(/C=C/c1cc(O)c(O)cc1)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c1cc(O)c(O)cc1)C(=O)O,[O][=C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][O],59
c1c(/C=C/C(=O)O[C@@H](C(=O)O)[C@H](C(O)=O)OC(/C=C/c2ccc(O)c(O)c2)=O)cc(O)c(O)c1,[C][=C][Branch2][Ring2][=N][/C][=C][/C][=Branch1][C][=O][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring2][C],62
c1c(/C=C/C(=O)O[C@H]([C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C(O)=O)C(O)=O)cc(O)c(O)c1,[C][=C][Branch2][Ring2][#C][/C][=C][/C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][Branch1][C][O][=O][C][Branch1][C][O][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring2][C],64
C(=O)(O[C@@H](C(=O)O)[C@@H](OC(/C=C/c1ccc(O)c(O)c1)=O)C(=O)O)/C=C/c1ccc(O)c(O)c1,[C][=Branch1][C][=O][Branch2][Ring2][Branch2][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][C][=Branch1][C][=O][O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2],62
c1(O)ccc(/C=C/C(=O)O[C@H]([C@H](C(O)=O)OC(/C=C/c2ccc(O)c(O)c2)=O)C(O)=O)cc1O,[C][Branch1][C][O][=C][C][=C][Branch2][Ring2][=C][/C][=C][/C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][C][=C][Ring2][Ring1][P][O],61
C(\C(=O)O[C@@H](C(O)=O)[C@@H](OC(/C=C/c1cc(O)c(O)cc1)=O)C(=O)O)=C/c1cc(O)c(O)cc1,[C][Branch2][Ring2][N][\C][=Branch1][C][=O][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C][=Branch1][C][=O][O][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2],62
c1(O)ccc(/C=C/C(O[C@H]([C@@H](OC(/C=C/c2ccc(O)c(O)c2)=O)C(O)=O)C(O)=O)=O)cc1O,[C][Branch1][C][O][=C][C][=C][Branch2][Ring2][S][/C][=C][/C][Branch2][Ring2][=Branch2][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][C][Branch1][C][O][=O][=O][C][=C][Ring2][Ring1][P][O],63
C(=C/C(O[C@@H](C(O)=O)[C@H](C(O)=O)OC(=O)/C=C/c1ccc(O)c(O)c1)=O)\c1ccc(O)c(O)c1,[C][=Branch2][Ring2][=N][=C][/C][Branch2][Ring2][#Branch1][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][\C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2],62
c1c(O)c(O)ccc1/C=C/C(=O)O[C@H]([C@@H](OC(=O)/C=C/c1cc(O)c(O)cc1)C(O)=O)C(O)=O,[C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=C][Ring1][Branch2][/C][=C][/C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][Branch1][C][O][=O][C][Branch1][C][O][=O],60
C(/C=C/c1ccc(O)c(O)c1)(=O)O[C@H]([C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(O)=O)C(O)=O,[C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=Branch1][C][=O][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][Branch1][C][O][=O][C][Branch1][C][O][=O],62
Oc1c(O)ccc(/C=C/C(O[C@@H](C(O)=O)[C@H](C(O)=O)OC(=O)/C=C/c2ccc(O)c(O)c2)=O)c1,[O][C][=C][Branch1][C][O][C][=C][C][Branch2][Ring2][=C][/C][=C][/C][Branch2][Ring2][#Branch1][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][=C][Ring2][Ring1][P],61
c1c(/C=C/C(O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c2cc(O)c(O)cc2)C(=O)O)=O)ccc(O)c1O,[C][=C][Branch2][Ring2][#C][/C][=C][/C][Branch2][Ring2][Branch2][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][O][=O][C][=C][C][Branch1][C][O][=C][Ring2][Ring1][P][O],62
c1(/C=C/C(=O)O[C@H]([C@H](C(=O)O)OC(/C=C/c2cc(O)c(O)cc2)=O)C(O)=O)cc(O)c(O)cc1,[C][Branch2][Ring2][=C][/C][=C][/C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring2][Ring2][C],63
c1(/C=C/C(O[C@H]([C@@H](OC(=O)/C=C/c2cc(O)c(O)cc2)C(O)=O)C(O)=O)=O)cc(O)c(O)cc1,[C][Branch2][Ring2][S][/C][=C][/C][Branch2][Ring2][=Branch2][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][Branch1][C][O][=O][C][Branch1][C][O][=O][=O][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring2][Ring2][C],65
c1c(/C=C/C(O[C@@H](C(O)=O)[C@H](C(=O)O)OC(/C=C/c2ccc(O)c(O)c2)=O)=O)cc(O)c(O)c1,[C][=C][Branch2][Ring2][=C][/C][=C][/C][Branch2][Ring2][#Branch1][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring2][C],63
C(O[C@@H](C(O)=O)[C@@H](OC(=O)/C=C/c1cc(O)c(O)cc1)C(O)=O)(/C=C/c1cc(O)c(O)cc1)=O,[C][Branch2][Ring2][Branch2][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][Branch1][C][O][=O][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O],62
C(=C/c1cc(O)c(O)cc1)\C(O[C@@H](C(=O)O)[C@@H](OC(/C=C/c1cc(O)c(O)cc1)=O)C(=O)O)=O,[C][=Branch1][S][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][\C][Branch2][Ring2][Branch2][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C][=Branch1][C][=O][O][=O],62
C(=C/c1ccc(O)c(O)c1)\C(=O)O[C@@H](C(O)=O)[C@@H](OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,[C][=Branch1][S][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][\C][=Branch1][C][=O][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][O],61
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]([C@H](C(=O)O)OC(/C=C/c1ccc(O)c(O)c1)=O)C(O)=O,[O][=C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O][C@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O],59
c1c(/C=C/C(=O)O[C@H]([C@H](C(=O)O)OC(/C=C/c2cc(O)c(O)cc2)=O)C(=O)O)cc(O)c(O)c1,[C][=C][Branch2][Ring2][=C][/C][=C][/C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C][=Branch1][C][=O][O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring2][C],63
O=C([C@@H]([C@H](C(=O)O)OC(/C=C/c1cc(O)c(O)cc1)=O)OC(/C=C/c1ccc(O)c(O)c1)=O)O,[O][=C][Branch2][Branch1][#Branch1][C@@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][O],60
C(\C(O[C@H]([C@@H](OC(/C=C/c1cc(O)c(O)cc1)=O)C(O)=O)C(=O)O)=O)=C/c1ccc(O)c(O)c1,[C][Branch2][Ring2][=C][\C][Branch2][Ring2][=Branch2][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][C][=Branch1][C][=O][O][=O][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2],64
C(=C/c1ccc(O)c(O)c1)\C(O[C@H]([C@@H](OC(/C=C/c1ccc(O)c(O)c1)=O)C(=O)O)C(O)=O)=O,[C][=Branch1][S][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][\C][Branch2][Ring2][=Branch2][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][C][=Branch1][C][=O][O][C][Branch1][C][O][=O][=O],63
OC([C@H](OC(/C=C/c1cc(O)c(O)cc1)=O)[C@@H](OC(/C=C/c1cc(O)c(O)cc1)=O)C(O)=O)=O,[O][C][Branch2][Branch1][Branch2][C@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][=O],61
c1c(/C=C/C(O[C@H]([C@H](C(O)=O)OC(/C=C/c2cc(O)c(O)cc2)=O)C(O)=O)=O)cc(O)c(O)c1,[C][=C][Branch2][Ring2][#C][/C][=C][/C][Branch2][Ring2][Branch2][O][C@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring2][C],64
c1c(/C=C/C(=O)O[C@@H](C(=O)O)[C@@H](OC(=O)/C=C/c2cc(O)c(O)cc2)C(=O)O)cc(O)c(O)c1,[C][=C][Branch2][Ring2][=C][/C][=C][/C][=Branch1][C][=O][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring2][C],63
c1cc(O)c(O)cc1/C=C/C(O[C@@H](C(O)=O)[C@H](C(O)=O)OC(/C=C/c1cc(O)c(O)cc1)=O)=O,[C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][/C][=C][/C][Branch2][Ring2][#Branch1][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][=O],59
Oc1ccc(/C=C/C(O[C@H]([C@H](C(=O)O)OC(=O)/C=C/c2cc(O)c(O)cc2)C(O)=O)=O)cc1O,[O][C][=C][C][=C][Branch2][Ring2][#C][/C][=C][/C][Branch2][Ring2][Branch2][O][C@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][Branch1][C][O][=O][=O][C][=C][Ring2][Ring1][S][O],60
c1(O)c(O)cc(/C=C/C(=O)O[C@H]([C@@H](OC(=O)/C=C/c2cc(O)c(O)cc2)C(=O)O)C(=O)O)cc1,[C][Branch1][C][O][=C][Branch1][C][O][C][=C][Branch2][Ring2][#C][/C][=C][/C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C][=C][Ring2][Ring2][C],64
O=C(O)[C@@H]([C@H](C(=O)O)OC(=O)/C=C/c1ccc(O)c(O)c1)OC(/C=C/c1cc(O)c(O)cc1)=O,[O][=C][Branch1][C][O][C@@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O],59
C(=C/C(=O)O[C@@H](C(O)=O)[C@H](C(O)=O)OC(/C=C/c1cc(O)c(O)cc1)=O)\c1cc(O)c(O)cc1,[C][=Branch2][Ring2][N][=C][/C][=Branch1][C][=O][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][\C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2],61
O=C(/C=C/c1cc(O)c(O)cc1)O[C@H]([C@@H](OC(=O)/C=C/c1cc(O)c(O)cc1)C(O)=O)C(O)=O,[O][=C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][Branch1][C][O][=O][C][Branch1][C][O][=O],60
c1(O)cc(/C=C/C(O[C@H]([C@@H](OC(/C=C/c2ccc(O)c(O)c2)=O)C(O)=O)C(=O)O)=O)ccc1O,[C][Branch1][C][O][=C][C][Branch2][Ring2][S][/C][=C][/C][Branch2][Ring2][=Branch2][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][C][=Branch1][C][=O][O][=O][=C][C][=C][Ring2][Ring1][P][O],63
C(=C/C(O[C@H]([C@H](C(=O)O)OC(=O)/C=C/c1cc(O)c(O)cc1)C(O)=O)=O)\c1ccc(O)c(O)c1,[C][=Branch2][Ring2][=C][=C][/C][Branch2][Ring2][Branch2][O][C@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][Branch1][C][O][=O][=O][\C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2],63
O=C(O)[C@@H]([C@@H](OC(/C=C/c1ccc(O)c(O)c1)=O)C(=O)O)OC(=O)/C=C/c1ccc(O)c(O)c1,[O][=C][Branch1][C][O][C@@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2],60
c1(O)ccc(/C=C/C(O[C@H]([C@@H](OC(=O)/C=C/c2cc(O)c(O)cc2)C(=O)O)C(O)=O)=O)cc1O,[C][Branch1][C][O][=C][C][=C][Branch2][Ring2][S][/C][=C][/C][Branch2][Ring2][=Branch2][O][C@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][C][O][=O][=O][C][=C][Ring2][Ring1][P][O],63
O=C(/C=C/c1cc(O)c(O)cc1)O[C@H]([C@H](C(=O)O)OC(=O)/C=C/c1cc(O)c(O)cc1)C(=O)O,[O][=C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][C@H1][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][O],59
C(=C/C(O[C@@H](C(O)=O)[C@H](C(O)=O)OC(=O)/C=C/c1cc(O)c(O)cc1)=O)\c1cc(O)c(O)cc1,[C][=Branch2][Ring2][=N][=C][/C][Branch2][Ring2][#Branch1][O][C@@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][\C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2],62
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@H](C(=O)O)OC(=O)/C=C/c1cc(O)c(O)cc1,[O][=C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2],58
Oc1c(O)ccc(/C=C/C(=O)O[C@@H](C(=O)O)[C@@H](OC(/C=C/c2cc(O)c(O)cc2)=O)C(O)=O)c1,[O][C][=C][Branch1][C][O][C][=C][C][Branch2][Ring2][=C][/C][=C][/C][=Branch1][C][=O][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][=O][C][Branch1][C][O][=O][=C][Ring2][Ring1][P],61
[C@@H](OC(/C=C/c1ccc(O)c(O)c1)=O)([C@H](C(=O)O)OC(=O)/C=C/c1ccc(O)c(O)c1)C(O)=O,[C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=O][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][Branch1][C][O][=O],62
